"age","WageS","WWa","Survive","surv","B","Q","NageS"
0,0,0,1,0.882496902584595,0,0,38.3996823031215
1,2.52581899833796e-07,3.99557688217678e-05,0.882496902584595,0.882496902584595,2.22902744252258e-07,3.52608422255962e-05,33.8876006927372
2,2.00159665651289e-06,0.000158817631828981,0.778800783071405,0.882496902584595,1.55884504348535e-06,0.000123687296033957,29.9057026473642
3,6.6916823429564e-06,0.000355090971023267,0.687289278790972,0.882496902584595,4.59912153138879e-06,0.000244050217379767,26.3916899559148
4,1.57122843757828e-05,0.00062730229245582,0.606530659712634,0.882496902584595,9.52998220803603e-06,0.000380478073282476,23.2905846400678
5,3.03990981481183e-05,0.000973999519377911,0.53526142851899,0.882496902584595,1.62714647004508e-05,0.000521344374119031,20.5538688042442
6,5.2035484402002e-05,0.00139375184574428,0.472366552741015,0.882496902584595,2.45798223871825e-05,0.000658361754750651,18.1387255558757
7,8.18538542530557e-05,0.00188514950932093,0.416862019678509,0.882496902584595,3.41217630023991e-05,0.000785847231851474,16.0073691198923
8,0.000121037023551562,0.00244680353875814,0.367879441171443,0.882496902584595,4.45270325852032e-05,0.000900128718494653,14.1264536668333
9,0.000170719536847278,0.00307734549094151,0.32465246735835,0.882496902584595,5.54245188637436e-05,0.000999067806548254,12.4665516054852
10,0.000231988961416368,0.00377542718501364,0.28650479686019,0.882496902584595,6.64659502644031e-05,0.00108167799870277,11.0016931777517
11,0.000305887151882864,0.00453972043599974,0.252839595804747,0.882496902584595,7.73403838439284e-05,0.00114782108010472,9.70896015255192
12,0.000393411485996966,0.00536891678953245,0.22313016014843,0.882496902584595,8.77819678747349e-05,0.00119796726307197,8.56812726194433
13,0.000495516072142931,0.00626172725849547,0.196911675204194,0.882496902584595,9.75728998562669e-05,0.00123300720414211,7.5613457696165
14,0.000613112929150301,0.00721688206205821,0.173773943450445,0.882496902584595,0.000106543051478901,0.00125410605534064,6.6728642210577
15,0.00074707313897839,0.00823313036738205,0.153354966844929,0.882496902584595,0.000114567376458768,0.00126259143451985,5.88878200645099
16,0.000898227972837302,0.00930924003416766,0.135335283236613,0.882496902584595,0.000121561937114985,0.0012598686367417,5.1968318806889
17,0.00106736999130063,0.010443997362144,0.11943296826672,0.882496902584595,0.000127479166299857,0.00124735760553065,4.58618803796083
18,0.00125525411895605,0.0116362068415573,0.105399224561864,0.882496902584595,0.000132302810766054,0.0012264471779416,4.04729673817096
19,0.00146259869413048,0.0128846909066898,0.0930144892106636,0.882496902584595,0.00013604287045473,0.00119846294332303,3.5717268352766
20,0.00169008649421669,0.0141882896924192,0.0820849986238989,0.882496902584595,0.000138730747552047,0.00116464573987771,3.15203786900988
21,0.00193836573711862,0.0155458607938168,0.0724397570342516,0.882496902584595,0.000140414743040391,0.00112613837879238,2.78166365623057
22,0.00220805105932244,0.0169562790287732,0.0639278612067077,0.882496902584595,0.000141155981657689,0.00108397865233362,2.45480956065562
23,0.00249972447109086,0.0184184362036352,0.0564161395037774,0.882496902584595,0.000141024804482068,0.00103909706630571,2.16636183371364
24,0.0028139362892683,0.01993124088183,0.049787068367864,0.978566369482279,0.000140097638416614,0.000992318052440039,1.91180760812977
25,0.00315120604817495,0.0214936181554544,0.0487199507399067,0.978566369482279,0.00015352660343838,0.0010471680177561,1.87083063023615
26,0.00351202338905824,0.0231045094197981,0.047675705316906,0.978566369482279,0.000167438192162822,0.00110152378258997,1.83073193774643
27,0.00389684892856078,0.0247628721507752,0.0466538418644717,0.978566369482279,0.00018180297368281,0.0011552831214324,1.79149270581578
28,0.00430611510665483,0.026467679685231,0.0456538806557164,0.978566369482279,0.000196590865168997,0.00120835228958326,1.75309451308413
29,0.00474022701448406,0.0282179210040936,0.0446753522460417,0.978566369482279,0.000211771311598278,0.00126064556050886,1.71551933302805
30,0.00519956320254456,0.0300126005183393,0.043717797252751,0.978566369482279,0.000227313449891708,0.00131208478448857,1.67874952549792
31,0.00568447646962844,0.0318507378577378,0.0427807661393869,0.978566369482279,0.000243186258472022,0.0013625989676588,1.64276782843659
32,0.00619529463294448,0.0337313676623458,0.0418638190046903,0.978566369482279,0.000259358693194316,0.00141212387059711,1.60755734977549
33,0.0067323212798221,0.0356535393767172,0.040966525376083,0.978566369482279,0.000275799810549775,0.00146060162562346,1.57310155950435
34,0.00729583650139673,0.0376163170467945,0.0400884640075772,0.978566369482279,0.000292478878991411,0.00150798037202804,1.53938428191108
35,0.00788609760866611,0.0396187791194529,0.0392292226820158,0.978566369482279,0.000309365479182475,0.00155421390846662,1.50638968798782
36,0.0085033398312996,0.0416600182446604,0.0383883980175521,0.978566369482279,0.000326429593922433,0.00159926136179451,1.47410228799978
37,0.00914777699957457,0.0437391410802259,0.0375655952782767,0.978566369482279,0.000343641688461947,0.00164308687163921,1.44250692421347
38,0.00981960220980607,0.0458552680990995,0.0367604281889039,0.978566369482279,0.000360972781877178,0.00168565929003988,1.41158876378062
39,0.010518988473629,0.048007533399196,0.0359725187534297,0.978566369482279,0.000378394510134728,0.00172695189550848,1.38133329177478
40,0.0112460893514837,0.0501950845157089,0.0352014970776769,0.978566369482279,0.000395879181441546,0.00176694212089347,1.35172630437705
41,0.0120010395706505,0.0524170822358838,0.0344470011956433,0.978566369482279,0.000413399824439161,0.00180561129445163,1.32275390220795
42,0.012783955628169,0.0546727004162205,0.0337086768995724,0.978566369482279,0.000430930229768418,0.0018429443935575,1.29440248380215
43,0.013594936378973,0.0569611258020726,0.0329861775736658,0.978566369482279,0.000448444985499492,0.00187892981050308,1.26665873922312
44,0.0144340636095656,0.059281557849616,0.0322791640313599,0.978566369482279,0.000465919506892251,0.00191355912986231,1.23950964381457
45,0.0153014025975494,0.0616332085501537,0.0315873043560908,0.978566369482279,0.000483330060923871,0.00194682691691612,1.21294245208589
46,0.0161970026573234,0.0640153022567293,0.0309102737454716,0.978566369482279,0.000500653785993996,0.00197873051665461,1.18694469172863
47,0.0171208976722508,0.06642707551302,0.0302477543588095,0.978566369482279,0.000517868707192556,0.00200926986289192,1.16150415776114
48,0.018073106613594,0.0688677768844778,0.029599435167892,0.978566369482279,0.000534953747491477,0.00203844729704895,1.13660890679889
49,0.0190536340465095,0.0713366667916936,0.0289650118109702,0.978566369482279,0.000551888735199052,0.00206626739617665,1.11224725144742
50,0.0200624706233877,0.0738330173459527,0.0283441864498724,0.978566369482279,0.000568654407994389,0.00209273680981035,1.08840775481554
51,0.0210995935648167,0.076356112186956,0.0277366676301805,0.978566369482279,0.000585232413839217,0.00211786410526237,1.0650792251462
52,0.0221649671284453,0.0789052463226778,0.0271421701444024,0.978566369482279,0.000601605309045348,0.0021416596209761,1.04225071056232
53,0.0232585430660112,0.0814797259713343,0.0265604148980781,0.978566369482279,0.000617756553758076,0.00216413532758035,1.01991149392529
54,0.0243802610687987,0.0840788684054341,0.0259911287787553,0.978566369482279,0.000633670505098822,0.00218530469629766,0.998051087803724
55,0.0255300492017821,0.0867020017978854,0.025434044527773,0.978566369482279,0.00064933240819436,0.00220518257437447,0.976659229549929
56,0.0267078243267064,0.0893484650701327,0.0248889006147935,0.978566369482279,0.000664728385304757,0.00222378506721488,0.955725876482034
57,0.0279134925143527,0.0920176077422982,0.0243554411150237,0.978566369482279,0.000679845423247973,0.00224112942691289,0.935241201169293
58,0.0291469494462286,0.0947087897852997,0.0238334155890682,0.978566369482279,0.000694671359305527,0.00225723394689074,0.915195586818481
59,0.0304080808059199,0.0974213814749231,0.0233225789653568,0.978566369482279,0.000709194865781017,0.00227211786236304,0.895579622759165
60,0.0316967626603363,0.100154763247822,0.022822691425093,0.978566369482279,0.000723405433371265,0.00228580125635828,0.876384100025746
61,0.0330128618310764,0.102908325559417,0.0223335182896676,0.978566369482279,0.000737293353498614,0.00229830497104031,0.857600007034188
62,0.0343562362561339,0.105681468743683,0.0218548299104861,0.978566369482279,0.000750849699742283,0.00230965052408354,0.839218525351423
63,0.0357267353421631,0.108473602874776,0.0213864015611571,0.978566369482279,0.000764066308496682,0.00231986002986543,0.821231025555414
64,0.0371242003075147,0.111284147630504,0.0209280133319916,0.978566369482279,0.000776935758975196,0.0023289561252505,0.80362906318397
65,0.0385484645162529,0.114112532157598,0.0204794500267638,0.978566369482279,0.000789451352669078,0.002336961899749,0.786404374770383
66,0.0399993538033537,0.116958194938767,0.020040501061684,0.978566369482279,0.000801607092362783,0.00234390082984301,0.769548873964035
67,0.0414766867912878,0.119820583661518,0.0196109603665379,0.978566369482279,0.000813397660799249,0.00234979671728147,0.753054647734162
68,0.0429802751981807,0.122699155088706,0.0191906262879438,0.978566369482279,0.000824818399081268,0.00235467363115382,0.736913952654975
69,0.0445099241377432,0.125593374930806,0.0187793014946844,0.978566369482279,0.00083586528488821,0.00235855585356054,0.721119211270415
70,0.0460654324111574,0.128502717719879,0.0183767928850664,0.978566369482279,0.000846534910580866,0.00236146782870637,0.705663008536815
71,0.047646592791104,0.131426666685205,0.0179829114962672,0.978566369482279,0.000856824461261108,0.00236343411524946,0.690538088341814
72,0.0492531922981081,0.134364713630569,0.0175974724156234,0.978566369482279,0.000866731692847351,0.00236447934174708,0.675737350097882
73,0.0508850124693807,0.137316358813177,0.0172202946938211,0.978566369482279,0.000876254910221499,0.00236462816504539,0.66125384540886
74,0.0525418296203269,0.140281110824176,0.0168512012599475,0.978566369482279,0.000885392945497998,0.00236390523146718,0.647080774807944
75,0.0542234150988888,0.143258486470764,0.016490018838362,0.978566369482279,0.000894145136461,0.00236233514065812,0.63321148456559
76,0.0559295355328901,0.146248010659866,0.0161365778673503,0.978566369482279,0.000902511305211217,0.00235994241195801,0.619639463565834
77,0.0576599530705397,0.149249216283359,0.0157907124195211,0.978566369482279,0.000910491737059975,0.00235675145316942,0.606358340249565
78,0.0594144256142568,0.152261644104813,0.0154522601239095,0.978566369482279,0.000918087159704167,0.00235278653160171,0.593361879623317
79,0.0611927070479672,0.155284842647757,0.0151210620897499,0.978566369482279,0.000925298722712188,0.00234807174727377,0.580643980332171
80,0.0629945474580264,0.15831836808541,0.0147969628318827,0.978566369482279,0.000932127977347688,0.00234263100816413,0.568198671795392
81,0.0648196933479144,0.1613617841319,0.0144798101977597,0.978566369482279,0.000938576856754786,0.00233648800740178,0.55602011140347
82,0.0666678878468481,0.16441466193492,0.0141694552960142,0.978566369482279,0.000944647656525601,0.00232966620229613,0.544102581775226
83,0.0685388709124536,0.167476579969818,0.013865752426562,0.978566369482279,0.000950343015668175,0.00232218879510882,0.532440488073718
84,0.0704323795276358,0.170547123935099,0.0135685590122009,0.978566369482279,0.000955665897990458,0.00231407871547453,0.521028355379671
85,0.0723481478917831,0.173625886649317,0.0132777355316755,0.978566369482279,0.000960619573913643,0.0023053586043823,0.509860826121207
86,0.0742859076064373,0.17671246794935,0.0129931454541776,0.978566369482279,0.000965207602726035,0.00229605079963259,0.498932657558666
87,0.0762453878555614,0.179806474590024,0.0127146551752497,0.978566369482279,0.000969433815286635,0.00228617732268946,0.488238719323329
88,0.0782263155805309,0.182907520145085,0.0124421339540632,0.978566369482279,0.000973302297185785,0.00227575986685066,0.477773991008907
89,0.0802284156499738,0.186015224909486,0.0121754538520398,0.978566369482279,0.000976817372368524,0.00226481978666225,0.467533559814645
90,0.0822514110245808,0.189129215802984,0.0119144896727896,0.978566369482279,0.000979983587224743,0.00225337808850746,0.457512618238944
91,0.0842950229170051,0.192249126275029,0.0116591189033359,0.978566369482279,0.000982805695148783,0.00224145542230299,0.447706461822415
92,0.0863589709469689,0.195374596210916,0.0114092216565996,0.978566369482279,0.000985288641569811,0.00222907207423898,0.438110486939317
93,0.0884429732916893,0.198505271839201,0.0111646806151172,0.978566369482279,0.000987437549453056,0.0022162479605017,0.428720188636321
94,0.0905467468317377,0.201640805640351,0.0109253809759645,0.978566369482279,0.000989257705270937,0.00220300262192124,0.419531158517603
95,0.092670007292439,0.204780856256621,0.0106912103968603,0.978566369482279,0.000990754545442043,0.00218935521948874,0.410539082675265
96,0.0948124693809207,0.207925088403135,0.0104620589434268,0.978566369482279,0.000991933643235039,0.00217532453069082,0.401739739664119
97,0.0969738469189137,0.211073172780159,0.0102378190375788,0.978566369482279,0.000992800696133702,0.00216092894661086,0.393128998519873
98,0.0991538529714088,0.214224785986553,0.01001838540702,0.978566369482279,0.000993361513658569,0.00214618646974966,0.384702816819797
99,0.101352199971269,0.217379610434382,0.00980365503582181,0.978566369482279,0.000993622005639951,0.00213111471252001,0.376457238784955
100,0.103568599839895,0.220537334264672,0.00959352711606081,0.978566369482279,0.000993588170936479,0.0021157308963719,0.368388393423117
101,0.105802764104037,0.223697651264299,0.00938790300049343,0.978566369482279,0.000993266086592787,0.00210005185150744,0.360492492711469
102,0.108054404008857,0.226860260783991,0.00918668615624465,0.978566369482279,0.000992661897429436,0.00208409401714635,0.352765829818279
103,0.110323230627317,0.230024867657438,0.00898978211948944,0.978566369482279,0.000991781806057768,0.00206787344230476,0.345204777362677
104,0.112608954965997,0.233191182121482,0.00879709845110549,0.978566369482279,0.00099063206331198,0.00205140578705235,0.337805785711733
105,0.114911288067421,0.236358919737383,0.00860854469327648,0.978566369482279,0.000989218959090361,0.00203470632421381,0.330565381314039
106,0.117229941108987,0.239527801313152,0.00842403232702551,0.978566369482279,0.0009875488135974,0.00201778994148333,0.323480165069005
107,0.119564625498572,0.242697552826914,0.00824347473065871,0.978566369482279,0.000985627968978151,0.00200067114392137,0.316546810731104
108,0.121915052966907,0.245867905351317,0.0080667871390996,0.978566369482279,0.000983462781336096,0.00198336405680536,0.309762063348331
109,0.124280935656792,0.249038594978957,0.00789388660409504,0.978566369482279,0.000981059613125545,0.00196588242880704,0.303122737734116
110,0.126661986209232,0.252209362748798,0.00772469195527408,0.978566369482279,0.000978424825909491,0.00194823963547044,0.296625716972003
111,0.129057917846582,0.255379954573601,0.00755912376204152,0.978566369482279,0.000975564773473702,0.00193044868296639,0.290267950952371
112,0.131468444452756,0.258550121168316,0.0073971042962882,0.978566369482279,0.000972485795287811,0.00191252221209999,0.284046454940522
113,0.133893280650591,0.261719617979455,0.00723855749590051,0.978566369482279,0.000969194210304048,0.00189447250254941,0.277958308175458
114,0.136332141876427,0.264888205115407,0.0070834089290521,0.978566369482279,0.000965696311084279,0.00187631147731506,0.272000652498695
115,0.138784744451979,0.268055647277702,0.00693158575926088,0.978566369482279,0.000961998358245997,0.00185805070735958,0.266170691012459
116,0.141250805653571,0.271221713693203,0.00678301671119498,0.978566369482279,0.000958106575217928,0.00183970141641994,0.260465686766651
117,0.143730043778791,0.274386178047213,0.0066376320372117,0.978566369482279,0.000954027143295941,0.00182127448597425,0.254882961473951
118,0.146222178210638,0.277548818417489,0.00649536348461352,0.978566369482279,0.000949766196990027,0.00180278046034658,0.249419894252455
119,0.148726929479231,0.280709417209149,0.00635614426360602,0.978566369482279,0.000945329819653153,0.00178422955193412,0.244073920395279
120,0.151244019321132,0.283867761090464,0.00621990901594256,0.978566369482279,0.000940724039382898,0.00176563164654201,0.238842530166515
